WORDCOUNT,LOCATION,ORGANIZATION,PERSON,MONEY,DATE,TIME,PERCENT,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,LIKES,COMMENTS,DT,JJ,NN,VBZ,VBN,TO,VB,CD,IN,JJS,VBG,NNS,NNP,VBD,PRP$,CC,WP,RB,PRP,VBP,RBR,RP,MD,WDT,WRB,JJR,EX,NNPS,world,blogs,disability,entertainment,magazine,technology,help,business,education,uk,rugby,election,health,science,Shares
166,0,1,8,0,2,0,0,0,0,1,0,0,0,0,0,0,19,9,34,10,6,3,4,5,25,2,3,10,19,2,1,4,0,4,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
130,0,5,4,0,4,0,0,0,0,0,1,0,0,0,162,7,13,9,20,2,5,3,1,6,20,0,2,10,22,3,2,5,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
179,0,1,11,0,3,0,0,1,0,0,0,0,0,0,40,62,11,8,27,10,5,4,9,6,22,0,1,6,25,9,6,5,0,7,14,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39
895,0,1,10,0,6,0,0,0,0,0,1,0,0,0,0,0,84,40,145,38,22,24,27,31,125,1,24,60,60,27,17,29,4,36,52,26,0,2,6,4,5,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3
196,0,7,0,0,5,0,0,0,0,1,0,0,0,0,17,8,17,14,32,11,7,6,8,7,22,0,5,7,20,3,2,3,1,8,10,5,0,0,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21
187,0,3,4,0,10,0,0,0,0,0,0,1,0,0,0,0,16,16,22,9,9,3,4,8,29,1,4,19,19,3,3,5,2,2,4,5,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
171,0,11,2,0,2,0,0,0,0,1,0,0,0,0,0,5,16,10,20,4,8,5,3,6,19,0,3,14,26,5,3,5,0,6,2,8,0,1,1,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
128,0,7,12,0,2,0,0,0,1,0,0,0,0,0,0,0,6,9,26,7,5,1,2,4,15,0,2,6,28,1,4,6,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
131,0,4,6,0,2,0,0,0,0,1,0,0,0,0,0,0,11,8,15,7,3,4,2,6,17,1,1,10,20,3,1,6,0,4,2,3,0,1,1,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
164,0,4,2,0,4,0,0,0,0,1,0,0,0,0,0,0,19,10,19,6,6,4,3,8,17,1,2,14,28,5,1,7,0,6,0,4,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
145,0,3,6,0,3,0,0,0,0,1,0,0,0,0,6,2,12,9,15,6,1,6,3,8,22,0,3,7,29,4,3,4,1,3,1,2,0,0,0,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
186,0,8,0,0,3,0,0,0,1,0,0,0,0,0,0,0,23,13,29,8,6,4,3,4,22,0,4,10,24,5,1,6,1,4,4,6,0,2,1,3,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
157,0,10,2,0,3,0,0,0,0,1,0,0,0,0,0,0,18,11,20,11,5,2,2,9,19,1,1,13,27,2,1,2,0,0,1,0,0,1,1,2,2,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
177,0,11,2,0,4,0,0,0,0,1,0,0,0,0,0,0,19,15,25,8,4,1,4,9,26,0,1,13,24,7,1,7,1,4,1,2,0,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
175,0,7,0,0,5,0,0,0,0,1,0,0,0,0,0,0,19,12,25,7,3,2,3,7,22,0,5,13,32,4,1,5,0,1,0,5,0,1,1,4,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
126,0,4,5,0,3,0,0,0,0,1,0,0,0,0,0,0,10,10,16,3,3,2,1,4,14,0,3,9,17,6,3,4,0,2,5,7,0,1,0,1,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
132,0,4,4,0,3,0,0,0,0,1,0,0,0,0,1055,280,18,7,23,5,6,3,3,5,17,0,3,5,20,1,1,3,1,1,2,3,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,369
210,0,7,2,0,3,0,0,0,0,1,0,0,0,0,0,0,24,15,35,10,5,5,4,5,33,0,3,20,22,3,4,4,1,4,4,4,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
128,0,4,4,0,3,0,0,0,0,1,0,0,0,0,1,0,10,10,19,5,5,0,0,8,19,1,2,12,18,4,2,3,1,1,1,2,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
158,0,21,4,0,3,0,0,0,0,1,0,0,0,0,0,0,15,7,18,6,4,2,1,13,21,1,2,8,40,5,3,4,0,1,0,3,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
160,0,7,0,0,4,0,0,0,0,1,0,0,0,0,0,0,21,6,28,7,6,3,1,5,24,0,2,9,27,4,2,5,0,4,0,2,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
197,0,12,3,0,4,0,0,0,0,1,0,0,0,0,0,0,22,7,29,6,11,7,8,7,24,1,3,12,27,6,3,4,2,6,1,1,0,0,4,3,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
151,0,3,10,0,5,0,0,0,0,1,0,0,0,0,47,44,17,7,21,6,3,3,2,8,16,0,1,10,35,3,1,3,1,1,1,6,0,1,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52
179,0,3,2,0,4,0,0,0,0,1,0,0,0,0,0,0,23,14,27,5,4,3,1,13,20,0,3,21,21,3,3,3,0,3,0,7,0,0,0,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
170,0,18,4,0,11,0,0,0,0,1,0,0,0,0,4,4,14,8,22,3,3,5,3,8,24,0,5,13,35,6,2,8,0,2,1,3,0,1,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
185,0,6,9,0,5,0,0,0,0,1,0,0,0,0,0,0,12,7,24,7,6,3,4,10,22,0,2,13,33,11,5,5,1,4,3,3,0,1,3,2,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1276,0,38,50,0,12,0,0,0,0,1,0,0,0,0,96,7,109,75,210,30,36,30,26,25,141,0,31,77,163,68,23,33,9,67,60,30,1,3,5,10,7,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
131,0,11,2,0,4,0,0,0,0,1,0,0,0,0,4,10,10,8,15,6,2,0,0,9,18,1,4,11,31,3,2,3,0,0,1,4,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
81,0,6,4,0,4,0,0,0,0,1,0,0,0,0,1,0,7,4,9,2,3,2,2,7,11,0,0,5,17,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
155,0,7,12,0,11,0,0,0,0,1,0,0,0,0,2,6,10,3,26,4,9,1,1,8,24,0,2,4,35,10,7,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
113,0,3,10,0,3,0,0,0,0,1,0,0,0,0,0,0,12,5,14,3,4,3,3,8,16,0,0,5,23,7,2,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
97,0,2,1,0,2,0,0,1,0,0,0,0,0,0,4,0,8,8,19,5,1,3,3,4,11,1,1,7,17,1,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
224,0,2,5,0,2,0,0,0,1,0,0,0,0,0,39,54,16,15,32,2,7,6,12,11,31,0,4,12,21,6,5,9,1,8,9,7,0,2,4,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32
185,0,8,4,0,4,0,0,0,1,0,0,0,0,0,341,80,14,14,29,7,3,6,10,7,24,1,0,11,30,0,5,8,0,6,3,3,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22
217,0,12,6,0,2,0,0,0,0,0,1,0,0,0,11,1,21,12,29,12,5,6,7,7,29,1,7,6,29,4,4,6,2,13,10,3,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
216,0,4,5,0,4,0,0,0,0,0,1,0,0,0,0,0,16,16,34,3,7,7,6,9,28,0,3,10,24,13,9,7,0,7,10,0,0,0,2,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,5,2,0,0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2115,0,41,89,9,18,0,0,0,1,0,0,0,0,0,66,39,218,109,269,46,125,52,41,75,250,5,28,159,263,121,25,73,16,65,83,45,2,8,14,6,7,3,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,39
252,0,1,10,0,2,0,0,0,1,0,0,0,0,0,2,2,15,9,30,13,8,7,12,6,30,1,5,19,27,4,5,7,2,17,17,7,2,1,4,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
178,0,0,4,0,2,0,0,0,0,0,0,0,0,1,146,43,13,14,34,7,5,5,4,5,26,0,7,13,19,1,5,5,1,3,2,6,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,249
784,0,20,43,0,8,5,0,0,0,0,1,0,0,0,0,0,77,49,153,16,25,13,20,18,92,1,13,46,97,33,11,17,5,40,20,10,1,4,7,3,9,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
177,0,5,5,0,2,0,0,0,0,0,1,0,0,0,0,0,12,11,27,10,5,6,5,7,23,0,4,12,21,0,3,7,0,6,8,6,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
222,0,3,5,0,2,0,0,0,0,0,1,0,0,0,28,10,24,13,30,18,7,8,6,7,33,0,3,12,21,2,2,8,2,7,10,4,0,1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16
118,0,5,8,0,2,0,0,1,0,0,0,0,0,0,2,0,15,4,21,6,5,2,2,5,17,0,0,6,19,4,1,2,1,0,3,1,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
204,0,9,7,0,2,0,0,0,0,1,0,0,0,0,1364,581,19,16,25,2,11,9,5,8,22,0,3,17,34,7,1,10,3,0,7,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,580
98,0,12,5,0,3,0,0,0,0,1,0,0,0,0,83,34,7,4,13,4,4,2,2,7,16,0,1,3,24,3,1,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57
66,0,2,2,0,2,0,0,0,0,0,1,0,0,0,181,154,5,6,11,5,2,0,1,4,8,0,2,7,8,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,86
130,0,8,2,0,5,0,0,0,1,0,0,0,0,0,94,45,11,7,16,3,8,2,3,5,17,0,2,16,15,6,1,6,1,5,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,152
420,0,5,4,0,1,0,0,1,0,0,0,0,0,0,56,34,51,28,73,13,11,11,10,8,60,0,8,28,35,17,7,15,2,16,16,1,1,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41
75,0,12,2,0,2,0,0,1,0,0,0,0,0,0,50,12,4,6,10,5,1,0,0,6,8,0,1,4,21,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27
1433,0,33,8,0,13,0,0,0,0,1,0,0,0,0,17,35,149,93,248,46,21,57,54,31,175,4,36,78,69,38,15,39,7,89,78,51,4,8,12,8,8,3,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
388,0,16,5,0,3,0,0,0,0,0,1,0,0,0,6,0,21,19,58,11,12,11,20,19,55,1,1,30,47,11,6,12,0,10,7,13,0,2,10,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
856,0,24,16,0,0,0,0,0,0,1,0,0,0,0,1,0,115,47,143,22,15,25,33,18,97,0,22,67,73,37,12,27,4,24,30,16,1,5,7,2,6,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
39,0,5,0,0,3,0,0,0,0,0,1,0,0,0,5,1,2,4,4,1,1,0,0,6,5,0,0,2,10,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
88,0,6,2,0,3,1,0,0,1,0,0,0,0,0,3,4,7,3,19,2,2,2,2,6,15,1,1,4,16,2,1,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12
116,0,7,3,0,2,0,0,0,0,0,0,0,1,0,3,2,7,6,14,6,2,4,2,9,14,1,0,6,26,1,6,4,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
781,0,17,8,0,0,0,0,1,0,0,0,0,0,0,133,32,73,63,145,42,29,24,30,10,83,0,12,60,59,6,11,19,0,30,25,21,4,8,12,7,3,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,103
75,0,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,5,6,15,2,3,1,2,4,11,0,0,5,9,3,3,1,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
62,0,6,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4,6,11,3,3,0,0,4,8,0,2,5,10,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
119,0,4,2,0,3,0,0,1,0,0,0,0,0,0,176,102,10,8,30,7,4,2,4,9,14,0,1,4,13,1,2,3,0,1,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,134
79,0,6,5,0,3,0,0,0,1,0,0,0,0,0,102,17,5,4,9,3,4,1,1,5,11,0,2,10,17,0,2,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,134
815,0,24,10,0,0,0,0,0,0,0,1,0,0,0,5,0,98,43,182,43,27,23,29,4,97,5,14,62,57,9,13,25,0,26,20,12,1,5,8,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1128,0,10,29,0,4,0,0,0,0,0,1,0,0,0,9,7,111,69,200,45,19,30,25,21,131,2,33,84,89,46,37,30,2,34,72,22,1,5,8,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14
631,0,20,0,0,2,0,0,0,0,1,0,0,0,0,0,0,66,26,109,26,23,16,24,12,75,0,17,42,33,24,9,20,3,22,31,16,1,5,10,6,8,2,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
572,0,33,8,0,6,0,0,0,0,0,0,1,0,0,9,2,68,35,112,18,16,20,24,9,66,0,8,37,53,16,7,18,1,11,17,14,5,1,8,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8
932,0,28,18,0,2,0,0,0,0,1,0,0,0,0,0,1,89,66,154,43,29,30,37,9,103,2,14,74,105,12,4,31,2,45,27,20,5,8,16,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
360,0,10,4,0,3,0,0,0,0,1,0,0,0,0,297,10,33,14,69,12,14,10,16,17,42,2,7,21,27,16,5,4,3,16,13,6,0,0,6,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,185
506,0,12,7,0,1,0,0,1,0,0,0,0,0,0,0,0,44,32,78,20,15,16,26,10,59,1,4,39,61,7,3,16,4,22,18,15,0,0,7,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
842,0,10,4,0,6,0,0,1,0,0,0,0,0,0,1,2,88,60,147,26,16,26,28,12,126,4,21,57,54,11,17,20,1,36,24,31,2,4,9,7,7,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
292,0,9,7,0,1,0,0,0,0,1,0,0,0,0,0,0,27,19,48,7,14,5,6,0,39,0,10,37,25,12,4,12,0,13,1,7,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
142,0,5,6,0,3,0,0,0,0,0,0,1,0,0,0,0,12,9,28,8,4,6,4,4,15,0,1,7,24,3,4,4,0,1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1361,0,14,6,0,3,0,0,0,1,0,0,0,0,0,0,0,114,71,210,52,20,39,67,14,164,6,28,85,59,17,25,45,16,71,106,67,4,7,34,13,18,3,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
849,0,28,5,0,3,0,0,0,0,1,0,0,0,0,1,0,81,47,150,22,23,29,34,32,85,2,22,63,95,35,10,24,1,23,30,9,2,4,13,4,3,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
882,0,12,19,0,1,0,0,0,1,0,0,0,0,0,8,7,98,40,149,44,20,23,41,8,109,2,14,68,80,14,14,26,2,24,42,19,1,6,17,4,11,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,26
118,0,12,3,0,2,0,0,0,0,0,1,0,0,0,0,0,10,6,14,3,2,1,1,7,15,0,0,12,24,1,1,4,0,6,3,5,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
97,0,5,5,0,2,0,0,1,0,0,0,0,0,0,208,178,4,6,14,3,6,1,2,4,14,0,4,7,14,3,2,1,0,1,2,3,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,425
558,0,8,1,0,2,0,0,0,0,1,0,0,0,0,5594,772,85,37,112,26,17,22,31,3,69,1,12,33,25,9,8,5,1,15,10,13,1,1,13,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,749
940,0,18,7,0,8,0,0,0,0,0,1,0,0,0,2132,254,100,48,183,33,30,35,40,5,111,3,15,61,53,28,28,36,3,40,35,14,1,4,12,6,6,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,353
755,0,9,22,0,9,0,0,0,0,0,0,1,0,0,1787,86,77,46,114,21,16,24,22,10,80,0,20,34,78,36,19,30,4,39,37,17,3,4,6,7,6,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,217
369,0,8,6,0,7,0,0,1,0,0,0,0,0,0,3996,7319,39,28,57,13,16,14,16,9,44,1,7,29,43,10,6,5,0,10,3,1,0,3,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6906
443,0,17,4,0,6,0,0,0,0,1,0,0,0,0,0,0,34,33,65,23,12,19,18,19,40,3,13,28,54,11,6,15,0,21,11,7,0,0,6,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
975,0,14,14,0,2,0,0,0,1,0,0,0,0,0,909,598,94,53,135,47,15,31,30,10,110,5,23,68,113,15,18,24,2,55,48,36,1,4,11,9,6,2,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,511
71,0,0,3,0,2,0,0,0,0,0,0,0,1,0,479,177,5,4,14,2,2,2,2,4,8,0,1,5,10,1,3,2,0,0,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,234
424,0,12,10,0,3,0,0,0,0,0,0,1,0,0,1290,236,38,25,76,10,11,13,19,18,46,0,6,30,54,25,9,4,0,19,9,4,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,169
559,0,4,5,0,0,0,0,1,0,0,0,0,0,0,3,3,67,37,103,15,15,25,34,2,62,1,9,17,43,30,12,13,1,25,22,4,0,4,8,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38
1029,0,31,10,0,3,0,0,0,0,0,0,0,0,1,409,559,96,54,166,43,23,32,36,20,107,5,27,97,79,14,19,43,4,41,43,39,0,6,12,8,4,5,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,587
574,0,28,2,3,4,0,0,0,1,0,0,0,0,0,3086,1212,58,33,105,25,17,16,24,27,63,3,12,22,56,18,6,16,1,19,24,7,0,0,11,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,372
100,0,0,2,0,2,0,0,1,0,0,0,0,0,0,817,877,7,4,18,6,7,3,4,4,12,0,1,6,11,1,1,3,1,4,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,623
65,0,8,2,0,2,0,0,1,0,0,0,0,0,0,2113,2611,8,1,9,3,2,3,2,4,8,0,0,4,17,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1681
94,0,3,3,0,2,0,0,0,1,0,0,0,0,0,4,6,9,3,14,4,2,2,2,5,17,0,2,9,18,1,1,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9
96,0,0,3,0,2,0,0,0,1,0,0,0,0,0,545,529,6,4,20,11,2,2,2,6,9,0,0,3,12,1,5,2,0,5,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,609
251,0,5,2,0,3,0,0,0,1,0,0,0,0,0,96,80,24,18,51,7,12,7,10,0,32,1,8,20,24,8,4,7,0,4,2,3,0,0,5,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,165
1094,0,10,11,0,1,0,0,0,0,0,1,0,0,0,137,179,112,67,207,54,32,28,44,41,123,3,18,85,66,6,12,32,3,38,36,27,2,7,20,10,6,5,4,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,137
940,0,23,9,0,12,0,0,0,0,1,0,0,0,0,2354,879,107,68,158,42,25,35,40,26,102,5,13,66,76,22,5,32,2,40,27,12,1,2,17,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,457
128,0,13,4,0,2,0,0,0,0,0,1,0,0,0,4847,1727,6,8,22,7,8,1,1,4,17,0,2,6,25,4,6,0,2,0,5,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1509
194,0,8,5,0,4,0,0,0,0,0,1,0,0,0,411,501,10,15,29,4,4,6,4,6,30,0,7,16,30,5,6,8,1,3,4,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,606
705,0,7,14,0,0,0,0,0,0,1,0,0,0,0,992,1714,83,31,124,24,25,20,43,18,82,1,12,33,55,14,8,15,2,33,29,9,1,3,26,11,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2431
145,0,8,5,0,3,0,0,0,0,0,0,1,0,0,951,197,10,9,30,6,3,5,4,4,19,0,3,3,24,3,4,2,1,5,6,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,689
823,0,3,10,0,1,0,0,0,0,0,1,0,0,0,313,102,76,52,131,44,27,26,34,9,91,2,14,49,26,30,19,40,6,34,60,16,1,2,10,11,3,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,177
118,0,7,2,0,2,0,0,0,0,0,1,0,0,0,84,61,12,8,27,6,4,1,0,4,14,0,1,8,16,2,4,4,0,1,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,107
151,0,8,10,0,2,0,0,0,0,0,0,0,0,1,71,34,15,7,26,5,8,2,2,4,20,0,2,7,32,5,1,4,0,1,6,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26
796,0,3,19,0,1,0,0,1,0,0,0,0,0,0,9,0,76,50,126,21,35,28,25,5,87,2,13,71,51,31,6,31,6,26,40,26,2,6,10,10,9,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17
1342,0,26,10,0,5,0,0,0,0,1,0,0,0,0,41,38,132,74,249,46,43,54,55,23,160,4,36,111,89,46,6,40,6,47,38,23,2,4,16,13,10,12,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34
93,0,2,2,0,2,0,0,0,1,0,0,0,0,0,317,65,7,6,11,5,2,2,4,5,13,0,1,6,13,1,1,1,0,4,5,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45
71,0,6,3,0,2,0,0,0,1,0,0,0,0,0,587,112,3,2,7,3,3,1,2,4,12,2,3,5,13,1,3,2,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,88
62,0,4,2,0,2,0,0,0,0,1,0,0,0,0,550,57,7,2,10,4,2,2,2,4,7,0,0,3,14,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,86
93,0,4,0,0,3,0,0,0,0,0,0,1,0,0,271,46,6,6,10,3,3,3,3,5,12,0,2,8,17,2,3,2,1,0,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32
76,0,3,2,0,2,0,0,1,0,0,0,0,0,0,34,42,7,2,12,5,3,1,3,5,10,0,0,1,15,1,2,0,1,0,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34
121,0,6,3,0,3,0,0,0,1,0,0,0,0,0,478,97,14,3,16,8,2,2,3,9,17,0,1,5,20,1,1,4,0,2,5,1,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60
96,0,2,2,0,2,0,0,0,0,1,0,0,0,0,11,27,11,2,17,4,1,3,5,5,10,0,2,2,14,1,3,0,0,2,4,2,1,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28
109,0,1,2,0,2,0,0,0,0,0,0,1,0,0,6,19,7,3,20,3,2,4,7,6,12,0,1,11,12,1,2,4,1,3,2,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15
91,0,2,2,0,2,0,0,0,0,1,0,0,0,0,222,51,8,5,16,4,1,1,1,4,11,0,3,5,13,1,2,1,0,1,6,2,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29
77,0,2,2,0,4,0,0,0,0,1,0,0,0,0,164,44,6,5,7,3,1,0,2,6,12,0,2,7,14,1,1,0,0,0,2,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38
97,0,4,0,0,2,0,0,0,0,0,0,1,0,0,276,154,11,6,16,4,2,0,3,4,14,0,1,5,12,0,4,2,0,0,5,2,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,77
